# 实体关系抽取Prompt

## 任务描述
你的角色是一位专业的学术文献实体关系抽取专家，专精于从航空航天领域科研文献中识别和抽取实体及其关系。你的任务是通读给定文本，抽取文本中出现的核心实体，及其对应的关系，并以JSON格式输出。

## 实体定义
文献中出现的核心概念、技术、方法、模型、系统、故障、指标或实验结果都可视为实体。实体可以是：
based prognostics and health management [J]. IEEE Transactions on Industrial Electronics, 2011, 58(7): 3077- 3089. [4] 张宝珍, 王萍, 尤晨宇. 国外飞机预测与健康管理技术发展计划综述 [J]. 计算机测量与控制, 2016, 24(6): 1- 7. ZHANG B ZH, WANG P, YOU CH Y. Overview of oversea prognostics and health management technologies development projects [J]. Computer Measurement & Control, 2016, 24(6): 1- 7. [5] 王少萍. 大型飞机机载系统预测与健康管理关键技术 [J]. 航空学报, 2014, 35(6): 1459- 1472. WANG SH P. Prognostics and health management key technology of aircraft airborne system [J]. Acta Aeronautica et Astronautica Sinica, 2014, 35(6): 1- 7. [6] 李兴旺, 汪慧云, 沈勇, 等. 飞机综合健康管理系统的应用与发展 [J]. 计算机测量与控制, 2015, 23(4): 1069- 1072. LI X W, WANG H Y, SHEN Y, et al. Application and development of integrated vehicle health management system in aviation field [J]. Computer Measurement & Control, 2015, 23(4): 1069- 1072. [7] 曹全新, 杨融, 刘子尧. 民用飞机健康管理技术研究 [J]. 航空电子技术, 2014, 45(4): 15- 19. CAO Q X, YANG R, LIU Z B. Prognostics and health management technical study for civil aircraft [J]. Avionics Technology, 2014, 45(4): 1069- 1072. [8] 孙贤明, 樊晓光, 丛伟. 综合航电系统故障处理机制研究 [J]. 测试技术, 2016, 35(10): 146- 149. SUN X M, FAN X G, CONG W. Research on fault disposal mechanism of integrated modular avionics [J]. Measurement & Control Technology, 2016, 35(10): 146- 149. [9] 李权, 周兴社. 基于测控数据挖掘的航天器故障诊断技术研究 [J]. 计算机测量与控制, 2011, 19(3): 500- 503. LI Q, ZHOU X SH. Spacecraft fault diagnosis technology based on measurement and control data mining [J]. Computer Measurement & Control, 2011, 19(3): 500- 503. [10] 程延伟, 吕强, 谢永成, 等. 装甲车辆电源系统智能故障诊断方法研究 [J]. 计算机测量与控制, 2011, 19(6): 1410- 1412, 1419. CHEN Y W, LV Q, XIE Y CH, et al. Research on
标注：
```json
{
  "entities": [
    {
      "type": "技术",
      "text": "故障诊断"
    },
    {
      "type": "应用领域",
      "text": "装甲车辆"
    },
    {
      "type": "技术",
      "text": "故障诊断技术"
    },
    {
      "type": "技术",
      "text": "健康管理"
    }
  ]
}
```

示例3 段落：
作者简介：雷鸣（1985- ）男（畲族），江西人。空军工程大学工程学院，硕士，主要研究方向：飞机机载设备故障诊断、预测与健康管理.李学仁（1963- ）男，山西人，空军工程大学工程学院，教授，主要研究方向：飞机机载设备故障诊断、预测与健康管理：刘林刚（1976- ）男，山西人，空军工程大学工程学院，硕士，主要研究方向：飞机状态监控技术研究。
标注：
```json
{
  "entities": [
    {
      "type": "技术",
      "text": "故障诊断"
    }
  ]
}
```

## 输出格式
请严格按照以下JSON格式输出结果：


**实体类型精确化要求**：
- **下位词优先策略**：优先使用最具体、最精确的实体类型，避免过度泛化
- **形态学分类法**：当实体名称包含"模型"、"算法"、"函数"、"网络"、"方法"等专业术语时，使用对应的具体类型而非泛化的"研究方法"
- **语义层次感知**：运用上下位词关系，识别概念的精确语义层次（如："卡尔曼滤波"是"算法"的下位概念，而非泛化的"研究方法"）
- **专业术语保真**：保持学术领域专业术语的精确性，使用领域内认可的分类体系

**关系类型拓展指导**：
以上示例展示了常见的优质关系类型，但请不要局限于此。在实际抽取时：

- **强制创新要求**：主动寻找并创造文本中体现的独特语义关系，避免过度依赖示例关系
- **精确语义捕捉**：直接使用文本中的动词、动词短语或完整的关系表述作为关系类型名称
- **学术特色关系**：特别关注学术文献特有的关系，如：
  - 量化比较关系：如"提升了X%"、"降低了Y倍"、"达到了Z水平"
  - 时间演进关系：如"在X基础上发展出"、"逐步演化为"、"最终实现"
  - 条件依赖关系：如"在X条件下适用于"、"当X时表现为"、"针对X问题使用"
  - 创新程度关系：如"首次提出"、"显著改进"、"突破性解决"、"创新性实现"
- **原文表述优先**：当文本中有明确的关系描述时，直接使用该表述而非泛化为通用关系
- **语义精细化**：将宽泛关系细分为更具体的子关系，如将"应用于"细分为"首次应用于"、"成功应用于"、"广泛应用于"等


## 注意事项

1. **不受schema限制**：给定的schema和示例仅作参考，实体类型和关系类型均不仅限于此
2. **语义理解优先**：基于文本实际语义内容进行抽取，而非机械匹配已知模式
3. **重点关注创新关系**：特别关注学术文献中的：
   - 技术演进关系（"基于"、"改进"、"发展"、"演化"）
   - 模型/方法间的进展关系（如：循环神经网络 → 卷积神经网络）
   - 比较关系（"优于"、"相似"、"区别"）
   - 应用关系（"适用于"、"解决"、"处理"）
4. **完整概念抽取**：选择最有意义的完整概念作为实体
5. **保持输出格式一致性**

## 输入数据 (INPUT DATA)
现在，你将接收到用于处理的本次任务的全部输入数据。
论文全文 (唯一事实来源):
```markdown```
# 飞机电源多Agent预测与健康管理系统研究

张莉 $^{1,2}$ ,袁海文 $^{2}$ ZHANG Li $^{1,2}$ ,YUAN Hai- wen $^{2}$

1. 陕西师范大学计算机科学学院，西安7100622.北京航空航天大学自动化科学与电气工程学院，北京1001911.College of Computer Science,Shaanxi Normal University,Xi'an 710062,China2.School of Automation Science & Electrical Engineering,Beihang University,Beijing 100191,ChinaE-mail:zhangli@snnu.edu.cn

ZHANG Li, YUAN Hai- wen.Research on prognostic and health management system for aircraft electrical power system using multi- agent.Computer Engineering and Applications,2010,46(19):227- 230.

Abstract: Aiming at the requirements of complex and multi- mission in AEPHM(Aircraft Electrical Power Prognostic and Health Management System) and using the OSA- CBM(Open System Architecture for Condition- Based Maintenance) model as the standard structure,the architecture based on multi- agent is proposed.Different agents and their correlations are described by using the example of the prototype system.The system model of AEPHM is constructed by using AUML(Agent Unified Modeling Language).The details of the main interaction of each agent with the other agents are described by AUML protocol diagram.Practice shows that a novel mode to the design and development of PHM system for aircraft airborne equipment is provided.

Key words: Prognostic and Health Management(PHM); Multi- Agent System; Aircraft Electrical Power(AEF) system; Agent Unified Modeling Language(AUML)

摘要：针对复杂多任务的飞机电源预测与健康管理的需求，以状态维护开放系统体系结构OSA- CBM模型为标准架构，提出一种基于多Agent的飞机电源故障预测与健康管理系统体系结构模型。结合原型系统开发实例，详细阐述了各Agent的功能及相互关系。采用AUML技术构建基于多Agent的AEPHM系统模型，通过AUML协议图描述了Agent之间的主要交互活动。实践表明，该体系结构为航空机载设备预测与健康管理系统建设提供了一种新的设计开发模式。

关键词：预测与健康管理；多智能体系统；飞机电源系统；AUML技术

DOI:10.3778/j.issn.1002- 8331.2010.19.066 文章编号：1002- 8331(2010)19- 0227- 04 文献标识码：A 中图分类号：TPN945.1;V242.2

# 1 引言

随着故障预测与健康管理PHM(Prognostics and Health Management)技术正在成为新一代飞机设计和使用中的一个重要组成部分，构建航空机载设备故障预测与健康管理系统是我车新一代飞机故障诊断体系的发展方向。飞机电源系统是重要的机载设备之一，它的性能状态直接关系到飞行的安全，随着机载用电设备及消耗功率大幅增加，对其进行实时状态监测、准确故障诊断、健康预测以及维修决策优化是航空机载设备维修保障的重要内容。尽管飞机电源系统在监控、故障诊断方面的研究取得了一定成果，但由于当前状态监测、故障诊断与管理维护是分离的，尚未进行信息集成处理，彼此形成无法沟通的信息孤岛，使得信息反馈速度慢，目前仍旧采用的基于事后和定期计划维修为主的维修体制，常常引起不

必要的停机，容易引入维修损坏的风险，使维修成本增加且资源共享性、维护性、扩展性和整体可靠性差，严重影响了飞机整体性能。美国空军研究实验室AFRL(Air Force Research Laboratories）、波音公司和Smiths Aerospace共同协作已开展了飞机电源系统故障预测和健康管理的研究工作，并正在进行验证。国内对于PHM技术的研究与应用目前尚处于起步阶段，针对飞机的电源系统也仅仅实现了故障的机上测试、故障的早期发现和有效预防，还没有上升到视情维修所要求的故障及剩余寿命预测阶段。因此，作为构建航空机载设备预测与健康管理系统的基础工作，开展集状态检测、故障诊断、预测、健康管理与维护等功能为一体的飞机电源系统预测和健康管理AEPHM(Aircraft Electrical Power System Prognostic Health Management)的研究非常重要。

为了降低AEPHM系统开发的复杂性，提高其基于领域的复用，使系统满足开放性、集成性、分布性以及通用性等要求，根据基于状态的维护开放系统体系结构模型OSA- CBM（Open System Architecture for Condition- Based Maintenance），将智能代理技术引入到AEPHM领域中，提出一种基于多Agent的AEPHM体系结构，并采用AUML（Agent Unified Modeling Language）将整个系统的分析、设计和实现有机地集成。该体系结构的研究，为建设航空机载设备PHM系统标准化平台以及开发实际应用系统提供了理论指导和方法依据。

# 2 系统体系结构研究

# 2.1 OSA-CBM系统架构

随着现代工业、国防设备自动化程度的不断提高以及对设备的状态监测和维护的更高要求，设备维护方式的发展经历了事后维护方式、预防性定期维护方式阶段，正逐渐向基于状态的维护方式CBM（Condition- Based Maintenance）发展。CBM在工业和军事领域得到了广泛应用，但由于缺少实现系统的标准框架，使得不同厂家开发的产品互不兼容，阻碍了CBM进一步发展。在这种背景下，2001年由美国海军资助，由Boeing、Caterpillar、Rockwell Automation等知名公司从技术标准方面共同研究了CBM系统的体系结构，制定了基于状态维护的开放式系统架构OSA- CBM，目的是使得不同厂商的产品之间具有可互换性、可互操作性，可以作为组成部件来构成系统，从而增强系统集成能力。

OSA- CBM系统架构提供了构建CBM系统的统一标准，采用七层分布式结构覆盖了CBM系统全部功能需求，即数据采集层（Data Acquisition）、数据处理层（Data Manipulation）、状态监测层（Condition Monitor）、健康评估层（Health Assessment）、预测层（Prognostics）、决策支持层（Decision Support）以及表示层（Presentation），采用面向对象方法和UML描述了各功能层的数据模型以及不同层次之间的抽象数据接口规范。针对每一功能层定义的基于面向对象的数据模型是OSA- CBM系统架构的核心，它并没对某应用软件实现所需要的对象类和软件内部结构进行定义，而是侧重于描述各功能层的信息模型和结构模型。

# 2.2 多Agent系统

开放式OSA- CBM系统架构给PHM的开发提供了参考标准，也对航空机载设备PHM开发的可集成性、可重构性、分布自治性和开放性提出了更高的要求。而多Agent系统所具有的分散自治、网络协作、结构开放、计算实体自主等特征与OSA- CBM标准所要求的分布、并行、开放、异构等特征相适应，将Agent技术引入到基于OSA- CBM的PHM系统中，为开发开放式且数据、控制和资源分布的AEPHM系统提供了一种自然、有效的解决途径。

AEPHM由状态监测、故障诊断、健康管理和预知维修等多个功能各异的子系统构成，在功能、时间和空间以及相互关系上表现出很强的分布式、层次性和复杂性。针对OSA- CBM每一功能层面向具体问题等特点，把功能独立的AEPHM系统中各子系统或者物理实体封装成一个个具有自主性、交互性、反应性的高度自治的具有特定功能的Agent，使所构建的AEPHM系统各功能层之间形成松耦合的分散结构，易于系统配置的动态性和灵活性。在此基础上，通过通信网络将各局

部Agent连接起来，在局部自治的基础上实现全局优化，采用共同的通信协议协同完成系统整体目标。

为构建分布式环境下能长期稳定运行并自主、智能地完成目标的多Agent系统，根据Bratman所提出的BDI（Be- lief- Desire- Intention）Agent理论模型，本文提出了一种基于事件驱动的统一Agent实现结构，如图1所示。

![](https://cdn-mineru.openxlab.org.cn/result/2025-09-13/c4226d18-d6a5-4807-ba90-677592dfdcd1/edbb5f2d3beeccf070469373f85bd2c7c2a9814471337d39fd699da0370be7e0.jpg)  
图1 Agent的统一结构图

每个Agent均具有一定的事件处理、数据存储、推理决策、学习和通信功能。数据库存储各Agent本身的局部数据，如状态、属性、任务等；知识库存储Agent的各自方法集、行为集、协作规则集，既是指导Agent与其他Agent进行协同工作的核心，也是Agent智能行为的依据；通信器负责接受和发送本Agent和其他Agent间传送的事件消息；感知器持续监听事件消息，当接受到一个来自其他Agent的事件消息时，对其进行解释、分类后传递给事件消息序列；处理器中的事件处理模块将从事件消息序列依次取出的事件消息解释为一个实现目标的请求，由推理决策模块根据知识库中的规则集和方法集应用一定的推理方法得到该目标的实现方案，以此确定Agent的相应行为；学习器则从Agent的运行过程中总结经验，为知识库不断增加新的知识，从而提高Agent自适应处理的能力；作用器则通过通信器向其他Agent发送事件消息和提供事件响应结果。

# 3 基于多Agent的AEPHM系统体系结构

飞机电源故障预测与健康管理系统是由机载PHM子系统和地面PHM子系统组成的一体化系统：机载部分根据传感器采集的电压、电流、转速等信号完成部件的状态实时智能监测、故障实时检测、局部诊断和状态预测；地面部分将从机载PHM子系统得到的故障诊断信息、预测的状态信息进行收集、处理和综合，并对系统以及部件的使用寿命进行预测、性能降级趋势跟踪，对未来一段时间可能出现的故障进行预报、分析和判断，向用户及时提出警告以便在任务之前消除故障，并依据健康评估的结果以及一定的决策模型，合理确定维修计划，实现以信息为依据的维修指导和后勤保障管理。

根据飞机电源故障预测与健康管理系统的组成结构，基于多Agent的AEPHM系统是由多个分布于不同层次、不同区域的混合型Agent组成，其分布式体系结构如图2所示。

参照OSA- CBM系统架构的功能需求，该体系结构由状态监测Agent、故障诊断Agent、健康评估Agent、维修与后勤保障Agent、用户接口Agent和数据仓库管理Agent、管理Agent和服务Agent组成，其中状态监测多Agent子系统是一个包含信息采集Agent和多种数据分析Agent的嵌套式多Agent组织模型，信息采集Agent由分布在机载电源系统各部件相应的多个

![](https://cdn-mineru.openxlab.org.cn/result/2025-09-13/c4226d18-d6a5-4807-ba90-677592dfdcd1/593b6648ac80f9dab67750b5214b10d86f985fcc6bf436b2d4112e1ffcc40882.jpg)  
图2 基于Multi-Agent的AEPHM体系结构模型图

监测点组成，将多传感器信息融合算法引入信号采集装置，将采集的状态监测数据传送给相应DSP，并同时以基于XML的XML数据形式存储现场数据；多种数据分析Agent可以根据特征量的特点实现不同的分析方法，有FFT分析Agent、时域分析Agent、频域分析Agent和小波分析Agent，均由DSP编程实现并提供符合CAN总线协议的通信接口。状态监测多Agent经过实时监测、特征量分析、提取信息，在进行工况状态分析后，当发现系统异常时通过现场总线向故障诊断Agent发出诊断请求，并提供故障特征数据。

诊断多Agent子系统也是一个嵌套式多Agent组织结构，包括诊断任务分解Agent、诊断资源管理和调度Agent、故障仲裁和决策Agent和多个诊断元Agent，由机载PHM子系统中工控机负责管理。诊断任务分解Agent将与系统级故障相关联的复杂任务进行分析、判断和分解，提交给诊断资源管理和调度Agent进行处理，实现故障的快速定位。由于诊断对象的结构和故障的复杂程度决定了诊断问题的复杂程度，因此根据电源系统的组成结构和故障类型进行分解，在系统级采用结构分解策略，在部件级采用故障类型分解；诊断资源管理与调度Agent根据诊断任务分解Agent的结果，动态分配诊断资源，并针对诊断对象的不同调用相应的诊断元Agent进行故障诊断，通过诊断资源的动态集成和松散耦合，可以使系统适应不同的诊断任务请求，从而增强系统诊断的可扩展性和灵活性。各诊断元Agent接受诊断请求，采用独立诊断模式，不同的诊断元Agent实现不同的诊断算法，如专家系统Agent、人工神经网络Agent、遗传算法Agent、模糊推理Agent等。由于飞机电源系统的故障诊断存在很大的相关性和不确定性，故障原因和征兆之间的因果关系错综复杂，依靠单一智能技术难以满足电源系统的诊断任务的要求，通常需要多个诊断方法协同完成诊断操作，因此故障仲裁和决策Agent采用联合与协作的诊断模式，负责综合和仲裁各诊断元Agent的诊断结果。另外故障仲裁和决策Agent还有数据挖掘功能，采用粗糙集RS(Rough Set)理论将各种有用信息如诊断对象信息、数据处理信息以及诊断结果信息等进行整理和精充实集以库，增强系

统诊断的智能性、有效性和自学习性。另外诊断多Agent必须具备自动实现飞机电源系统机内测试BIT（Built- inTest）功能，在状态监测Agent对运行参数实时监测到异常后，由故障仲裁和决策Agent根据判断的故障源自动采取相应的隔离措施

针对飞机电源系统故障诊断中故障特征提取特点和不确定性等问题，该体系结构将信息融合算法引入状态监测Agent和故障诊断Agent设计中，采用了三级数据融合的故障诊断策略：数据级融合、特征级融合诊断和决策级融合诊断。在状态监测Agent内部由信息采集Agent实现对不同监测点的电压、负载电流、局部放电信号、频率等单个传感器基于时间的融合算法，从而得到更可靠的实时融合估计测量值，完成数据级融合；故障诊断Agent中各诊断元根据不同的故障类型和原因，将反映故障的二次特征作为参数，采用不同的诊断方法得到各自的初步诊断结果，完成局部信息的特征层融合；由于不同的诊断元对不同故障状态反映不同，当各诊断元的诊断结果不一致时，为了提高诊断的准确性，减少不确定性程度，由故障仲裁和决策Agent采用DS证据理论将各个诊断元的识别结果通过决策级融合得到最终诊断结果。

管理Agent是整个系统运行的基础，它一方面作为系统的管理者和与用户交互的接口，负责接受用户提交的请求并进行任务划分，一方面担负整个系统的控制和协调，并负责对全局共享资源进行分配、各个Agent子系统的管理以及各个Agent之间的协调工作。

服务Agent负责各个Agent的登记注册和身份验证以及对所提供的各项服务进行管理，增加系统的灵活性和重构性

用户接口Agent通过针对不同的用户进行个性化处理来适应特定用户的特定行为，如提供人机交互界面，将用户的故障诊断任务输入系统，并将系统的诊断结果反馈给用户。

健康评估Agent也是包含多个Agent的嵌套结构。态势分析与评估Agent和预诊断Agent根据状态监测Agent采集的状态信息和故障诊断Agent的历史数据，并结合维护历史和系统运行负载情况对系统、主要组成部件的性能衰退进行评估，预测系统未来的性能状态，推断出主要部件剩余有效工作时间

![](https://cdn-mineru.openxlab.org.cn/result/2025-09-13/c4226d18-d6a5-4807-ba90-677592dfdcd1/1e93df3731223167c1846bb0dfffd4d3981254a7e4a6b1fce4c422c3fde01855.jpg)  
图3 Agent之间的协作模型图

RUL（Remaining Useful Life）以及可能发生的故障。仿真Agent利用MATLB的数字仿真模型和LabView的虚拟仿真平台，将诊断、评估、预测的结果进行模拟仿真。

维修与后勤保障Agent根据故障诊断的结果接受管理Agent的维修任务请求，自动生成合理的维修任务安排表、调用相应维修资源及时安排维修任务以缩短维修时间；针对健康评估报告以及历史维修记录采用人工智能技术推理出最佳的预测维修计划，对维修资源进行优化，在保证可靠性的基础上尽可能降低维修费用。

数据仓库管理Agent提供分布式数据存储服务，负责系统对各类数据库的存储、访问和管理，并按照OSA- CBM各功能层描述的通用数据结构模型定义数据存储结构，实现不同Agent对数据库的存储和访问。

Agent之间的相互协作依赖于通信，采用知识查询与操作通讯语言KQML（Knowledge Query and Manipulation Language）实现Agent之间的交互与共享。

利用KQML语言的特性，并结合OSA- CBM定义各功能层之间的数据交换模型，采用扩展标记语言XML描述KQML通信原语消息以及通信内容。XML文档的SCHEMA制定根据基于XML的测试信息数据交换标准ATML（Automated Test Markup Language）来设计，这样可以使不同Agent之间的通信不依赖于特定的网络通信协议，实现从测试、诊断到预测信息的表示、管理、存储和共享的无缝交互，增强了AEPHM系统的灵活性和可扩充性，利于系统与整个飞机PHM系统的信息集成。

# 4 基于AUML的分析模型

从多Agent系统的角度来看，体系结构则是Agent相互间作用、相互协作的体现。软件体系结构描述是体系结构构造、演化、验证、分析、维护和基于体系结构的软件开发的基础，因此对PHM体系结构采用合适的描述方法是保证开发AEPHM的关键。从工程实践的角度看，PHM适宜于采用工程化方法，可以将软件体系结构描述设计同软件建模视为一体。本文以UML可视化建模工具为基础的XUME（AgentUML）作为体

